starting,Executing hook on transaction ,checking permissions,Opening tables,init,System lock,optimizing,statistics,preparing,Creating tmp table,executing,end,query end,waiting for handler commit,removing tmp table,closing tables,freeing items,cleaning up,total,rowScan,rowOut,Timestamp
3.9e-05,6e-06,6e-06,1.7e-05,7.000000000000003e-06,8e-06,6e-06,1e-05,9e-06,2.5e-05,0.059611,1.8e-05,7.000000000000003e-06,2.2e-05,0.000103,1.1e-05,3.6e-05,1.5e-05,0.059956,35141,35141.0,1606376348.0693266
5.2000000000000004e-05,7.000000000000003e-06,8e-06,3.3e-05,9e-06,1e-05,8e-06,1.2e-05,1.4000000000000001e-05,3.1e-05,0.06585,1.4999999999999999e-05,6e-06,1.8e-05,6.8e-05,9e-06,3.2e-05,1.4000000000000001e-05,0.066196,35410,35410.0,1606376408.2094665
4.1e-05,5e-06,6e-06,1.8e-05,6e-06,9e-06,6e-06,9e-06,9e-06,2.4e-05,0.03929,1.5e-05,7.000000000000003e-06,1.8e-05,6.8e-05,1e-05,3.5e-05,1.3e-05,0.039589,35684,35684.0,1606376468.2767932
5.2000000000000004e-05,7.000000000000003e-06,8e-06,2.2e-05,8e-06,1e-05,7.000000000000003e-06,1.2e-05,1.2e-05,3.2e-05,0.073687,2e-05,9e-06,2.3e-05,0.000113,1.4000000000000001e-05,3.9e-05,1.7e-05,0.07409199999999999,35942,35942.0,1606376528.427268
5.1e-05,7.000000000000003e-06,7.000000000000003e-06,2.2e-05,9e-06,9e-06,7.000000000000003e-06,1.4e-05,1.3e-05,3.1e-05,0.07406,1.7e-05,7.000000000000003e-06,2.1e-05,0.000132,1.2e-05,3.7e-05,1.4e-05,0.07447000000000001,36219,36219.0,1606376588.5671706
5.1e-05,7.000000000000003e-06,7.000000000000003e-06,2.4e-05,9e-06,1e-05,8e-06,1.3000000000000001e-05,1.3000000000000001e-05,3.2e-05,0.07596900000000001,2e-05,2.5e-05,2.2e-05,0.00011499999999999999,1e-05,3.7e-05,1.4000000000000001e-05,0.076386,36490,36490.0,1606376648.725312
6.8e-05,8e-06,8e-06,2.3e-05,9e-06,1.1e-05,7.000000000000003e-06,1.3e-05,1.4e-05,3.3e-05,0.076285,2.4e-05,9e-06,2.8000000000000013e-05,0.000122,1.4e-05,4.5e-05,1.8e-05,0.076739,36761,36761.0,1606376708.877668
5.2000000000000004e-05,7.000000000000003e-06,8e-06,2.2e-05,9e-06,1e-05,8e-06,1.2e-05,1.3000000000000001e-05,3.2e-05,0.07421900000000001,2.1e-05,8e-06,2.5e-05,0.000123,1.4000000000000001e-05,4.3e-05,1.7e-05,0.074643,37029,37029.0,1606376769.0365212
5.2e-05,7.000000000000003e-06,8e-06,2.2e-05,8e-06,1e-05,8e-06,1.2e-05,1.3e-05,3.2e-05,0.076525,1.8e-05,7.000000000000003e-06,2.1e-05,0.000125,1e-05,3.5e-05,1.4e-05,0.076927,37294,37294.0,1606376829.1943905
5.2000000000000004e-05,7.000000000000003e-06,8e-06,2.2e-05,9e-06,1e-05,8e-06,1.3000000000000001e-05,1.3000000000000001e-05,3.2e-05,0.076361,1.8e-05,8e-06,2.2e-05,0.0001,1.2e-05,3.8e-05,1.4000000000000001e-05,0.07674700000000001,37562,37562.0,1606376889.3011966
5.3e-05,7.000000000000003e-06,8e-06,2.2e-05,8e-06,1e-05,8e-06,1.2e-05,1.2e-05,3.2e-05,0.076921,2e-05,7.000000000000003e-06,2.1e-05,0.000107,1.1e-05,3.9e-05,3e-05,0.077328,37827,37827.0,1606376949.4520793
5e-05,7.000000000000003e-06,8e-06,2.3e-05,8e-06,1.1e-05,8e-06,1.3000000000000001e-05,1.3000000000000001e-05,3.1e-05,0.07814,1.6e-05,7.000000000000003e-06,2.2e-05,0.0001,1.1e-05,3.8e-05,1.4000000000000001e-05,0.07852,38088,38088.0,1606377009.6080346
5.3e-05,7.000000000000003e-06,8e-06,2.3e-05,8e-06,1e-05,8e-06,1.2e-05,1.3e-05,3.1e-05,0.05564500000000002,2e-05,6e-06,1.8e-05,7.5e-05,1e-05,3.5e-05,1.2e-05,0.055994,38351,38351.0,1606377069.7445252
4e-05,5e-06,6e-06,1.7e-05,7.000000000000003e-06,8e-06,6e-06,9e-06,9e-06,2.3e-05,0.039831,1.8e-05,6e-06,2e-05,8.7e-05,9e-06,3.2e-05,1.2e-05,0.040145,38613,38613.0,1606377129.800128
5.2e-05,7.000000000000003e-06,8e-06,2.2e-05,8e-06,1e-05,8e-06,1.3e-05,1.3e-05,3.1e-05,0.07989199999999999,2.1e-05,8e-06,2.2e-05,0.000122,1.3e-05,3.5e-05,1.5e-05,0.0803,38871,38871.0,1606377189.964345
5.2000000000000004e-05,7.000000000000003e-06,8e-06,2.3e-05,9e-06,1.1e-05,7.000000000000003e-06,1.3000000000000001e-05,1.3000000000000001e-05,3.1e-05,0.081584,1.8e-05,8e-06,2.2e-05,0.00011100000000000001,1.1e-05,3.7e-05,1.4000000000000001e-05,0.081979,39123,39123.0,1606377250.1272342
5.3e-05,8e-06,8e-06,2.2e-05,8e-06,1e-05,8e-06,1.2e-05,1.3e-05,3.1e-05,0.080814,2.3e-05,8e-06,2.4e-05,0.000125,1.3e-05,4.1e-05,1.6e-05,0.081237,39383,39383.0,1606377310.2905095
4.8e-05,6e-06,7.000000000000003e-06,2.1e-05,8e-06,9e-06,7.000000000000003e-06,1.2e-05,1.1e-05,2.9999999999999997e-05,0.06559,1.9e-05,7.000000000000003e-06,2.3e-05,0.000123,1.1e-05,3.4e-05,1.4999999999999999e-05,0.065981,39637,39637.0,1606377370.4393678
5.2e-05,7.000000000000003e-06,8e-06,2.3e-05,8e-06,1e-05,8e-06,1.4e-05,1.3e-05,3.2e-05,0.082595,1.8e-05,8e-06,2.1e-05,0.000132,1e-05,3.5e-05,1.4e-05,0.083008,39929,39929.0,1606377430.6046405
5.1e-05,7.000000000000003e-06,8e-06,2.3e-05,9e-06,9e-06,8e-06,1.3000000000000001e-05,1.3000000000000001e-05,3.2e-05,0.06277,1.8e-05,6e-06,2e-05,7.4e-05,1e-05,3.4e-05,1.2e-05,0.06311699999999999,40184,40184.0,1606377490.7523868
4.2e-05,5e-06,6e-06,1.8e-05,7.000000000000003e-06,8e-06,6e-06,1e-05,9e-06,2.5e-05,0.065399,1.8e-05,8e-06,2.2e-05,0.000134,1e-05,4e-05,1.4e-05,0.06578099999999999,40440,40440.0,1606377550.9010005
5.3e-05,8e-06,8e-06,2.3e-05,9e-06,1e-05,8e-06,1.3000000000000001e-05,1.3000000000000001e-05,3.3e-05,0.084347,1.8e-05,7.000000000000003e-06,2e-05,0.000133,1e-05,3.7e-05,1.3000000000000001e-05,0.084763,40691,40691.0,1606377611.0607948
5e-05,1.2e-05,7.000000000000003e-06,2.2e-05,8e-06,1e-05,7.000000000000003e-06,1.2e-05,1.2e-05,3.1e-05,0.082248,1.8e-05,7.000000000000003e-06,2.2e-05,0.000149,1e-05,3.6e-05,1.4e-05,0.082675,40942,40942.0,1606377671.2218964
6.500000000000001e-05,1e-05,1.2e-05,3.8e-05,1.4000000000000001e-05,1.6e-05,1.2e-05,2.1e-05,2.1e-05,5.2000000000000004e-05,0.090039,1.8e-05,7.000000000000003e-06,2.2e-05,0.000156,1.1e-05,3.9e-05,1.4000000000000001e-05,0.090567,41188,41188.0,1606377731.3978515
6.6e-05,9e-06,1e-05,3.2e-05,1.1e-05,1.4e-05,1.1e-05,1.8e-05,1.7e-05,4.5e-05,0.046938,1.6e-05,7.000000000000003e-06,1.8e-05,8.1e-05,9e-06,3.5e-05,1.3e-05,0.04735,41440,41440.0,1606377791.5249586
5.5e-05,2.1e-05,8e-06,2.3e-05,9e-06,1.1e-05,1.4000000000000001e-05,1.3000000000000001e-05,1.3000000000000001e-05,3.3e-05,0.085698,2.1e-05,7.000000000000003e-06,2.5e-05,0.000146,1.2e-05,3.7e-05,1.4000000000000001e-05,0.08616,41692,41692.0,1606377851.6956651
5.3e-05,8e-06,9e-06,2.4e-05,9e-06,1.1e-05,8e-06,1.3e-05,1.4e-05,3.3e-05,0.086175,2.1e-05,9e-06,2.7e-05,0.00016,1.3e-05,4e-05,1.7e-05,0.086644,41934,41934.0,1606377911.8643286
4.1e-05,6e-06,6e-06,1.9e-05,7.000000000000003e-06,8e-06,7.000000000000003e-06,1e-05,1e-05,2.5e-05,0.071564,2.1e-05,8e-06,2.6000000000000002e-05,0.000122,1.4000000000000001e-05,4.5e-05,1.6e-05,0.07195499999999999,42178,42178.0,1606377972.021052
5.2e-05,8e-06,8e-06,2.3e-05,8e-06,1e-05,8e-06,1.3e-05,1.2e-05,3.1e-05,0.087769,1.9e-05,8e-06,2.2e-05,0.000134,1.1e-05,3.8e-05,3e-05,0.08820399999999999,42413,42413.0,1606378032.1940825
5.1e-05,7.000000000000003e-06,7.000000000000003e-06,2.2e-05,9e-06,1e-05,8e-06,1.3000000000000001e-05,1.3000000000000001e-05,3.3e-05,0.086937,2.8999999999999997e-05,8e-06,2.1e-05,0.000167,1.2e-05,3.7e-05,1.4000000000000001e-05,0.087398,42653,42653.0,1606378092.3649745
7.3e-05,8e-06,8e-06,2.6e-05,8e-06,1.2e-05,8e-06,1.4e-05,1.3e-05,3.5e-05,0.086672,1.8e-05,8e-06,2.2e-05,0.000132,1.2e-05,4.1e-05,1.5e-05,0.087125,42899,42899.0,1606378152.5338676
5.1e-05,8e-06,8e-06,2.2e-05,8e-06,1.1e-05,8e-06,1.3000000000000001e-05,1.2e-05,3.2e-05,0.08871699999999999,1.9e-05,8e-06,2.2e-05,0.000153,1e-05,3.9e-05,1.4000000000000001e-05,0.089155,43147,43147.0,1606378212.690324
5.400000000000001e-05,7.000000000000003e-06,9e-06,2.3e-05,9e-06,1e-05,9e-06,1.3e-05,1.3e-05,3.3e-05,0.08983200000000001,2e-05,9e-06,2.5e-05,0.000146,1.4e-05,4.3e-05,1.7e-05,0.090286,43388,43388.0,1606378272.8638356
5.2000000000000004e-05,7.000000000000003e-06,7.000000000000003e-06,2.2e-05,8e-06,1.1e-05,8e-06,1.2e-05,1.2e-05,3.1e-05,0.088825,1.9e-05,8e-06,2.2e-05,0.000127,1.1e-05,3.6e-05,1.4000000000000001e-05,0.089232,43630,43630.0,1606378333.0324225
5.2e-05,8e-06,8e-06,2.3e-05,9e-06,1e-05,8e-06,1.2e-05,1.2e-05,3.1e-05,0.091109,1.9e-05,8e-06,2.3e-05,0.000143,1.1e-05,3.8e-05,3.1e-05,0.091555,43862,43862.0,1606378393.2089381
6.9e-05,9e-06,1.2e-05,3.3e-05,1.2e-05,1.4000000000000001e-05,1.2e-05,1.9e-05,1.8e-05,4.7e-05,0.048944999999999995,1.4999999999999999e-05,7.000000000000003e-06,1.8e-05,9.1e-05,9e-06,3.1e-05,1.2e-05,0.049373,44103,44103.0,1606378453.3390462
5.3e-05,7.000000000000003e-06,9e-06,2.4e-05,9e-06,1e-05,9e-06,1.4e-05,1.2e-05,3.3e-05,0.091884,2.2e-05,9e-06,2.7e-05,0.000176,1.4e-05,4.3e-05,1.8e-05,0.092373,44159,44159.0,1606378513.5138788
5e-05,7.000000000000003e-06,8e-06,2.2e-05,9e-06,1e-05,7.000000000000003e-06,1.3000000000000001e-05,1.2e-05,3.1e-05,0.07226,1.6e-05,6e-06,1.8e-05,9.8e-05,8e-06,3.1e-05,1.2e-05,0.07261799999999999,44394,44394.0,1606378573.6699994
5.3e-05,8e-06,9e-06,2.7e-05,9e-06,1.2e-05,9e-06,1.5e-05,1.5e-05,3.8e-05,0.053151,1.7e-05,7.000000000000003e-06,2.1e-05,0.000108,9e-06,3e-05,1.3e-05,0.053551,44631,44631.0,1606378633.8029807
4.4e-05,6e-06,7.000000000000003e-06,2.1e-05,7.000000000000003e-06,9e-06,7.000000000000003e-06,1.1e-05,1.1e-05,2.8999999999999997e-05,0.045683,1.4000000000000001e-05,6e-06,1.8e-05,8.6e-05,1e-05,3.1e-05,1.2e-05,0.046012,44862,44862.0,1606378693.9318328
4.5e-05,6e-06,7.000000000000003e-06,2e-05,7.000000000000003e-06,9e-06,7.000000000000003e-06,1.1e-05,1.1e-05,2.7e-05,0.055692999999999986,1.9e-05,8e-06,2.1e-05,0.000169,1.1e-05,3.7e-05,1.4e-05,0.056122000000000005,45096,45096.0,1606378754.0664835
5.3e-05,7.000000000000003e-06,7.000000000000003e-06,2.3e-05,8e-06,1.1e-05,7.000000000000003e-06,1.2e-05,1.2e-05,3.1e-05,0.09564299999999999,1.9e-05,8e-06,2.2e-05,0.000147,1.1e-05,3.7e-05,1.3000000000000001e-05,0.096071,45332,45332.0,1606378814.241475
5.5e-05,8e-06,8e-06,2.4e-05,8e-06,1.1e-05,8e-06,1.3e-05,1.2e-05,3.3e-05,0.095108,2e-05,8e-06,2.1e-05,0.000161,1.1e-05,3.5e-05,1.4e-05,0.095558,45568,45568.0,1606378874.417814
4.8e-05,6e-06,6e-06,1.9e-05,7.000000000000003e-06,8e-06,7.000000000000003e-06,1e-05,1.1e-05,2.5e-05,0.047836000000000004,1.7e-05,6e-06,1.8e-05,0.000109,1e-05,3.2e-05,1.3000000000000001e-05,0.048188,45797,45797.0,1606378934.5468702
4.1e-05,5e-06,7.000000000000003e-06,2e-05,7.000000000000003e-06,9e-06,6e-06,1e-05,1e-05,2.5e-05,0.057964,1.7e-05,6e-06,1.8e-05,0.000103,9e-06,3.1e-05,1.4e-05,0.058302,46030,46030.0,1606378994.6801267
4.4e-05,6e-06,7.000000000000003e-06,1.8e-05,7.000000000000003e-06,8e-06,6e-06,1e-05,1e-05,2.4e-05,0.047008999999999995,1.6e-05,6e-06,1.9e-05,0.000121,9e-06,3.3e-05,1.4000000000000001e-05,0.047367,46258,46258.0,1606379054.8106782
5.3e-05,8e-06,9e-06,2.3e-05,8e-06,1e-05,9e-06,1.3e-05,1.3e-05,3.2e-05,0.096913,3.9e-05,9e-06,2.4e-05,0.000185,1.3e-05,4.3e-05,1.7e-05,0.097421,46491,46491.0,1606379114.951006
5.2000000000000004e-05,7.000000000000003e-06,8e-06,2.2e-05,8e-06,9e-06,8e-06,1.3000000000000001e-05,1.2e-05,3.7e-05,0.073616,2.2e-05,8e-06,2.6000000000000002e-05,0.000166,1.4999999999999999e-05,4.3e-05,1.7e-05,0.074089,46716,46716.0,1606379175.1037214
5.1e-05,7.000000000000003e-06,7.000000000000003e-06,2.1e-05,8e-06,1e-05,7.000000000000003e-06,1.2e-05,1.2e-05,2.9e-05,0.083012,1.6e-05,7.000000000000003e-06,2e-05,0.0001,9e-06,3.1e-05,1.4e-05,0.083373,46944,46944.0,1606379235.2732265
3.9e-05,5e-06,6e-06,1.7e-05,6e-06,8e-06,6e-06,1e-05,9e-06,2.4e-05,0.051349,1.7e-05,6e-06,1.7e-05,9.7e-05,1.1e-05,3.3e-05,1.3000000000000001e-05,0.051673000000000004,47168,47168.0,1606379295.3963127
4.2e-05,6e-06,7.000000000000003e-06,1.9e-05,6e-06,8e-06,7.000000000000003e-06,1e-05,1.1e-05,2.5e-05,0.050422,1.5e-05,6e-06,1.9e-05,0.000102,9e-06,3.2e-05,1.3e-05,0.050759,47391,47391.0,1606379355.5315068
4.3e-05,6e-06,8e-06,2.2e-05,8e-06,1e-05,8e-06,1.2e-05,1e-05,2.8999999999999997e-05,0.049712,1.9e-05,6e-06,2.1e-05,0.000122,1.1e-05,3.2e-05,1.6e-05,0.050095,47611,47611.0,1606379415.65588
5.400000000000001e-05,7.000000000000003e-06,9e-06,2.3e-05,8e-06,1.1e-05,8e-06,1.3e-05,1.3e-05,3.3e-05,0.100458,1.8e-05,8e-06,2.6e-05,0.000165,1.4e-05,5.2e-05,1.7e-05,0.100937,47840,47840.0,1606379475.8426495
5.400000000000001e-05,7.000000000000003e-06,8e-06,2.4e-05,9e-06,1e-05,8e-06,1.4000000000000001e-05,1.3000000000000001e-05,3.1e-05,0.098315,2.2e-05,9e-06,2.3e-05,0.00016299999999999998,1.4000000000000001e-05,4.2e-05,1.4999999999999999e-05,0.098781,48066,48066.0,1606379536.0231097
6e-05,8e-06,9e-06,2.7e-05,1e-05,1.2e-05,9e-06,1.5e-05,1.4e-05,3.6e-05,0.071301,3.3e-05,7.000000000000003e-06,2e-05,0.000119,1.1e-05,3.4e-05,1.4e-05,0.071739,48284,48284.0,1606379596.1334882
6.1e-05,9e-06,9e-06,2.6000000000000002e-05,9e-06,1.1e-05,9e-06,1.4000000000000001e-05,1.4000000000000001e-05,3.4e-05,0.099766,1.9e-05,8e-06,2.2e-05,0.000174,1.1e-05,3.8e-05,1.4999999999999999e-05,0.100249,48508,48508.0,1606379656.3180587
4.2e-05,5e-06,6e-06,1.9e-05,7.000000000000003e-06,8e-06,6e-06,1e-05,1e-05,2.5e-05,0.049647,1.8e-05,7.000000000000003e-06,2e-05,0.000107,1.2e-05,3.1e-05,1.7e-05,0.049997,48728,48728.0,1606379716.4501376
5.3e-05,8e-06,8e-06,2.2e-05,8e-06,1.1e-05,8e-06,1.3000000000000001e-05,1.2e-05,3.1e-05,0.101879,2e-05,7.000000000000003e-06,2.2e-05,0.000178,1.1e-05,3.9e-05,1.4999999999999999e-05,0.102345,48953,48953.0,1606379776.6358552
5.3e-05,7.000000000000003e-06,8e-06,2.3e-05,9e-06,1e-05,8e-06,1.3e-05,1.2e-05,3.1e-05,0.101348,2.2e-05,9e-06,2.6e-05,0.000162,1.3e-05,4.6e-05,1.9e-05,0.101819,49170,49170.0,1606379836.8240786
5.7999999999999994e-05,1e-05,9e-06,2.5e-05,1e-05,1.1e-05,9e-06,1.4000000000000001e-05,1.4999999999999999e-05,3.7e-05,0.057293,1.6e-05,6e-06,1.9e-05,0.00010800000000000001,1e-05,3.3e-05,1.3000000000000001e-05,0.057696000000000004,49393,49393.0,1606379896.9659948
5.3e-05,7.000000000000003e-06,8e-06,2.3e-05,9e-06,1e-05,8e-06,1.3e-05,1.3e-05,3.2e-05,0.104131,2.3e-05,9e-06,2.4e-05,0.000154,1.3e-05,4.3e-05,1.6e-05,0.10458900000000004,49613,49613.0,1606379957.1360354
5.3e-05,7.000000000000003e-06,8e-06,2.2e-05,9e-06,1e-05,7.000000000000003e-06,1.3000000000000001e-05,1.3000000000000001e-05,3.2e-05,0.10230299999999999,2.3e-05,9e-06,2.7000000000000002e-05,0.000151,1.3000000000000001e-05,4.7e-05,1.7e-05,0.10276400000000001,49834,49834.0,1606380017.3246806
5.2e-05,8e-06,9e-06,2.2e-05,8e-06,1.1e-05,8e-06,1.2e-05,1.2e-05,3.1e-05,0.057513,1.7e-05,6e-06,2e-05,0.000107,1e-05,3.2e-05,1.2e-05,0.05789,50053,50053.0,1606380077.4694285
5.1e-05,7.000000000000003e-06,8e-06,2.3e-05,8e-06,1e-05,7.000000000000003e-06,1.3000000000000001e-05,1.3000000000000001e-05,3.1e-05,0.106348,2e-05,8e-06,2.3e-05,0.000199,1.1e-05,3.9e-05,1.4999999999999999e-05,0.106834,50267,50267.0,1606380137.6627562
5.5e-05,7.000000000000003e-06,8e-06,2.3e-05,8e-06,1.1e-05,8e-06,1.3e-05,1.2e-05,3.2e-05,0.08065900000000001,1.7e-05,6e-06,1.6e-05,0.0001,9e-06,3e-05,1.5e-05,0.08102899999999999,50481,50481.0,1606380197.8127804
5.400000000000001e-05,7.000000000000003e-06,8e-06,2.2e-05,8e-06,1.1e-05,8e-06,1.2e-05,1.3000000000000001e-05,3.1e-05,0.104584,1.9e-05,7.000000000000003e-06,2.3e-05,0.000171,1.1e-05,3.9e-05,1.6e-05,0.10504400000000001,50697,50697.0,1606380257.9984555
5.2e-05,7.000000000000003e-06,8e-06,2.4e-05,8e-06,1e-05,8e-06,1.3e-05,1.2e-05,3.2e-05,0.102987,2.3e-05,8e-06,2.5e-05,0.0002,1.4e-05,4.3e-05,3.2e-05,0.103506,50910,50910.0,1606380318.1821673
6.2e-05,8e-06,7.000000000000003e-06,2.6000000000000002e-05,9e-06,1.1e-05,8e-06,1.4000000000000001e-05,1.4000000000000001e-05,8e-05,0.108883,2.5e-05,9e-06,2.8000000000000013e-05,0.00018600000000000002,1.4000000000000001e-05,5.2000000000000004e-05,3.5e-05,0.109471,51123,51123.0,1606380378.3759751
5.3e-05,8e-06,8e-06,2.2e-05,9e-06,1.1e-05,8e-06,1.2e-05,1.3e-05,3.1e-05,0.103449,2.3e-05,9e-06,2.7e-05,0.000191,1.4e-05,4.3e-05,3.3e-05,0.103964,51336,51336.0,1606380438.5658836
5.2000000000000004e-05,7.000000000000003e-06,8e-06,2.3e-05,8e-06,1.1e-05,8e-06,1.2e-05,1.2e-05,3.2e-05,0.1067,2e-05,7.000000000000003e-06,2.3e-05,0.00021,1.1e-05,3.5e-05,1.4999999999999999e-05,0.10719400000000001,51548,51548.0,1606380498.760968
6.8e-05,1.1e-05,1.1e-05,3e-05,1.1e-05,1.4e-05,1.1e-05,1.8e-05,1.6e-05,4.3e-05,0.055215,1.6e-05,6e-06,1.7e-05,0.000121,9e-06,3.1e-05,1.1e-05,0.055659,51760,51760.0,1606380558.901691
4.8e-05,7.000000000000003e-06,8e-06,2.1e-05,8e-06,9e-06,7.000000000000003e-06,1.2e-05,1.1e-05,2.9999999999999997e-05,0.071992,1.8e-05,6e-06,1.7e-05,0.00011200000000000001,1e-05,3.2e-05,1.4999999999999999e-05,0.072363,51972,51972.0,1606380619.061216
5.3e-05,8e-06,8e-06,2.3e-05,9e-06,1e-05,8e-06,1.3e-05,1.2e-05,3.3e-05,0.108104,2e-05,7.000000000000003e-06,2.3e-05,0.000231,1.2e-05,3.9e-05,1.5e-05,0.108628,52183,52183.0,1606380679.2507873
5.2000000000000004e-05,8e-06,7.000000000000003e-06,2.1e-05,8e-06,1e-05,7.000000000000003e-06,1.2e-05,1.2e-05,2.9999999999999997e-05,0.09766,1.7e-05,6e-06,1.6e-05,1.8e-05,8e-06,3.4e-05,1.2e-05,0.097938,52389,52389.0,1606380739.4354267
3.9e-05,5e-06,1.3e-05,2e-05,7.000000000000003e-06,9e-06,6e-06,1e-05,1e-05,2.4e-05,0.055197,1.6e-05,6e-06,1.6e-05,2e-05,8e-06,2.9e-05,1.2e-05,0.055447,52600,52600.0,1606380799.5651727
6.4e-05,8e-06,8e-06,2.6000000000000002e-05,9e-06,1.1e-05,9e-06,1.4000000000000001e-05,1.4000000000000001e-05,3.5e-05,0.110614,2.1e-05,8e-06,2.2e-05,3.2e-05,1.3000000000000001e-05,3.5e-05,1.4999999999999999e-05,0.11095799999999999,52801,52801.0,1606380859.7632036
5.2e-05,7.000000000000003e-06,8e-06,2.3e-05,8e-06,1e-05,8e-06,1.3e-05,1.3e-05,3.2e-05,0.109067,2.2e-05,8e-06,2.5e-05,3.9e-05,1.3e-05,4.3e-05,1.7e-05,0.109408,53014,53014.0,1606380919.959232
5.3e-05,7.000000000000003e-06,9e-06,2.3e-05,8e-06,1.1e-05,8e-06,1.3000000000000001e-05,1.2e-05,3.2e-05,0.107874,2.2e-05,7.000000000000003e-06,2.5e-05,4e-05,1.3000000000000001e-05,4.2e-05,3.2e-05,0.108231,53227,53227.0,1606380980.1542132
5.1e-05,7.000000000000003e-06,9e-06,2.2e-05,8e-06,1e-05,8e-06,1.3e-05,1.2e-05,3.2e-05,0.109037,1.9e-05,7.000000000000003e-06,2.2e-05,3.5e-05,1.1e-05,3.6e-05,1.4e-05,0.109353,53430,53430.0,1606381040.3481884
8e-05,8e-06,8e-06,2.4e-05,8e-06,1.3000000000000001e-05,8e-06,1.3000000000000001e-05,1.2e-05,3.3e-05,0.092904,1.8e-05,6e-06,2e-05,2.8999999999999997e-05,1e-05,3.3e-05,1.4999999999999999e-05,0.09324199999999999,53639,53639.0,1606381100.5275776
5.1e-05,6e-06,8e-06,2.2e-05,9e-06,1e-05,8e-06,1.2e-05,1.2e-05,3.1e-05,0.110765,2.1e-05,8e-06,2.1e-05,3.9e-05,1e-05,3.5e-05,1.4e-05,0.111082,53844,53844.0,1606381160.717545
6.2e-05,1e-05,1e-05,2.7000000000000002e-05,1e-05,1.2e-05,1e-05,1.4999999999999999e-05,1.4999999999999999e-05,3.9e-05,0.07374299999999999,2e-05,8e-06,2.1e-05,5.7999999999999994e-05,1e-05,3.9e-05,2.9999999999999997e-05,0.074139,54059,54059.0,1606381220.8781815
5.2e-05,7.000000000000003e-06,8e-06,2.3e-05,8e-06,1e-05,8e-06,1.2e-05,1.2e-05,3.1e-05,0.08694,1.9e-05,7.000000000000003e-06,2.2e-05,3.8e-05,1.2e-05,4.3e-05,1.4e-05,0.087266,54262,54262.0,1606381281.0489163
5.400000000000001e-05,7.000000000000003e-06,9e-06,2.2e-05,9e-06,1e-05,8e-06,1.3000000000000001e-05,1.3000000000000001e-05,3.2e-05,0.11323,1.9e-05,8e-06,2.2e-05,5.9999999999999995e-05,1.3000000000000001e-05,4.1e-05,1.7e-05,0.113587,54418,54418.0,1606381341.2477705
5.3e-05,8e-06,7.000000000000003e-06,2.3e-05,8e-06,1.1e-05,7.000000000000003e-06,1.2e-05,1.2e-05,3.1e-05,0.113792,2.1e-05,8e-06,2.4e-05,4.5e-05,1.2e-05,4.1e-05,1.7e-05,0.114132,54619,54619.0,1606381401.4459548
5.1e-05,7.000000000000003e-06,8e-06,2.2e-05,9e-06,1e-05,7.000000000000003e-06,1.2e-05,1.2e-05,3.1e-05,0.11286600000000001,1.9e-05,7.000000000000003e-06,2.3e-05,4.3e-05,1.1e-05,3.9e-05,1.4999999999999999e-05,0.113192,54828,54828.0,1606381461.6054535
4.3e-05,5e-06,7.000000000000003e-06,1.8e-05,6e-06,8e-06,7.000000000000003e-06,1e-05,1e-05,2.5e-05,0.057613,1.8e-05,6e-06,1.8e-05,3.1e-05,1e-05,3.3e-05,1.7e-05,0.057885,55031,55031.0,1606381521.7417266
4.7e-05,7.000000000000003e-06,7.000000000000003e-06,2e-05,8e-06,1e-05,7.000000000000003e-06,1.1e-05,1.1e-05,2.8000000000000013e-05,0.085126,1.8e-05,7.000000000000003e-06,2.1e-05,3.9e-05,1e-05,3.5e-05,1.3000000000000001e-05,0.085425,55234,55234.0,1606381581.8672268
5.2e-05,7.000000000000003e-06,8e-06,2.3e-05,8e-06,1e-05,8e-06,1.3e-05,1.2e-05,3.2e-05,0.11416,1.6e-05,8e-06,2e-05,3.9e-05,1e-05,3.9e-05,1.5e-05,0.11448,55430,55430.0,1606381642.0604053
5.3e-05,7.000000000000003e-06,8e-06,2.3e-05,8e-06,1e-05,9e-06,1.3000000000000001e-05,1.2e-05,3.2e-05,0.114745,1.8e-05,8e-06,2.1e-05,4.2e-05,1.1e-05,3.7e-05,1.4000000000000001e-05,0.115071,55634,55634.0,1606381702.2574468
5.3e-05,8e-06,8e-06,2.2e-05,8e-06,1e-05,8e-06,1.2e-05,1.2e-05,3.2e-05,0.113256,2e-05,8e-06,2.1e-05,4.2e-05,1.1e-05,3.9e-05,1.5e-05,0.113585,55838,55838.0,1606381762.4573665
5.2000000000000004e-05,8e-06,8e-06,2.3e-05,9e-06,1e-05,8e-06,1.3000000000000001e-05,1.3000000000000001e-05,3.2e-05,0.11115499999999999,2e-05,8e-06,2.4e-05,4.5e-05,1.3000000000000001e-05,3.6e-05,1.6e-05,0.11149300000000001,56045,56045.0,1606381822.6534946
4.2e-05,6e-06,1.1e-05,1.9e-05,6e-06,8e-06,6e-06,1e-05,9e-06,2.8000000000000013e-05,0.057343,3.5e-05,7.000000000000003e-06,1.8e-05,3.2e-05,1e-05,3.3e-05,2.9e-05,0.057652,56244,56244.0,1606381882.7959366
