starting,Executing hook on transaction ,checking permissions,Opening tables,init,System lock,optimizing,statistics,preparing,executing,end,query end,waiting for handler commit,closing tables,freeing items,cleaning up,total,rowScan,rowOut,Timestamp
7.6e-05,7.000000000000003e-06,1.4e-05,7.5e-05,9e-06,1e-05,1.6e-05,2.2e-05,7.900000000000001e-05,14.576831,2.2e-05,8e-06,0.002684,1.7e-05,2.3e-05,1.9e-05,14.579912,130118,23850.6294,1606384701.9197097
8.3e-05,8e-06,1.6e-05,8.2e-05,1e-05,1.1e-05,1.8e-05,2.5e-05,8.2e-05,12.798267,1.9e-05,9e-06,0.002629,1.7e-05,2.3e-05,1.9e-05,12.801317999999998,130592,23937.5136,1606384779.5444558
9.4e-05,8e-06,1.4e-05,8e-05,1.1e-05,1.1e-05,1.8e-05,2.4e-05,8.2e-05,12.288906,1.9e-05,8e-06,0.0025800000000000003,1.7e-05,2.6e-05,1.9e-05,12.291917,131058,24022.9314,1606384858.5614874
8e-05,7.000000000000003e-06,1.3000000000000001e-05,8.2e-05,1.1e-05,1e-05,1.7e-05,2.3e-05,7.8e-05,15.404901999999998,1.9e-05,7.000000000000003e-06,0.002515,1.4999999999999999e-05,2.1e-05,1.6e-05,15.407816,131528,24109.08240000001,1606384939.4157267
7.099999999999999e-05,7.000000000000003e-06,1.4e-05,6.3e-05,9e-06,1e-05,1.6e-05,2.2e-05,7e-05,13.417904,1.8e-05,9e-06,0.00237,1.7e-05,2.4e-05,1.9e-05,13.420643,132000,24195.6,1606385017.7817502
7.900000000000001e-05,8e-06,1.4000000000000001e-05,8e-05,1.1e-05,1e-05,1.7e-05,2.4e-05,8e-05,12.201941,1.8e-05,7.000000000000003e-06,0.002084,1.4000000000000001e-05,2.2e-05,1.7e-05,12.204426,132458,24279.5514,1606385096.961841
7.900000000000001e-05,7.000000000000003e-06,1.4e-05,8.1e-05,1e-05,1e-05,1.7e-05,2.3e-05,7.8e-05,15.3636,1.8e-05,8e-06,0.002611,1.8e-05,2.5e-05,1.8e-05,15.366617000000002,132916,24363.5028,1606385179.1948762
8.2e-05,8e-06,1.4000000000000001e-05,7.900000000000001e-05,1e-05,1e-05,1.8e-05,2.4e-05,8e-05,12.051181,1.9e-05,7.000000000000003e-06,0.002561,1.4999999999999999e-05,2.3e-05,1.7e-05,12.054148,133402,24452.5866,1606385256.8920026
8.1e-05,8e-06,1.4e-05,8.1e-05,1e-05,1.1e-05,1.8e-05,2.4e-05,8.2e-05,13.925435,2.1e-05,8e-06,0.00262,1.7e-05,2.6e-05,1.9e-05,13.928475,133852,24535.0716,1606385336.6272027
0.00011,1.2e-05,2.2e-05,0.000102,1.4999999999999999e-05,1.6e-05,2.5e-05,3.5e-05,0.00011100000000000001,15.52227,2.1e-05,8e-06,0.0026969999999999997,1.7e-05,2.5e-05,1.9e-05,15.525504999999999,133686,24504.6438,1606385417.6865616
7.4e-05,7.000000000000003e-06,1.3e-05,7.6e-05,1e-05,1e-05,1.6e-05,2.2e-05,7.6e-05,14.318453,1.9e-05,7.000000000000003e-06,0.002723,1.5e-05,2.2e-05,1.8e-05,14.321561,134154,24590.428199999995,1606385499.0884626
8.1e-05,8e-06,1.4000000000000001e-05,8.1e-05,1e-05,1.1e-05,1.8e-05,2.4e-05,9.499999999999999e-05,16.612389,2.1e-05,8e-06,0.002611,1.7e-05,2.2e-05,1.9e-05,16.615429000000002,134618,24675.4794,1606385580.937033
9.1e-05,8e-06,1.5e-05,8.1e-05,1e-05,1e-05,1.8e-05,2.5e-05,8e-05,13.921921,1.5e-05,6e-06,0.001943,1.3e-05,1.7e-05,1.5e-05,13.924268,135096,24763.0968,1606385660.0488956
9.1e-05,8e-06,1.4000000000000001e-05,8.7e-05,1.2e-05,1.1e-05,1.9e-05,2.6000000000000002e-05,8.8e-05,13.250359,2.1e-05,8e-06,0.002648,1.7e-05,2.2e-05,1.8e-05,13.253449,135558,24847.7814,1606385739.4587474
0.000103,1e-05,2e-05,0.000101,1.3e-05,1.5e-05,2.5e-05,3.5e-05,0.000108,16.108019,2.4e-05,9e-06,0.00288,2.8000000000000013e-05,3.3e-05,2.3e-05,16.111446,136016,24931.7328,1606385820.4654315
8.1e-05,8e-06,1.4000000000000001e-05,8.1e-05,1e-05,1.1e-05,1.8e-05,2.4e-05,8.2e-05,13.312864000000001,2e-05,8e-06,0.0027300000000000002,1.6e-05,2.4e-05,1.7e-05,13.316007999999998,136472,25015.3176,1606385899.005942
8e-05,9e-06,1.4e-05,8e-05,1.1e-05,1e-05,1.8e-05,2.4e-05,8e-05,16.025398000000006,1.6e-05,5e-06,0.002695,1.8e-05,2.6e-05,1.8e-05,16.028502,136922,25097.8026,1606385982.1014905
8e-05,8e-06,1.4000000000000001e-05,8e-05,1e-05,1e-05,1.8e-05,2.4e-05,8e-05,13.3598,1.9e-05,8e-06,0.0026149999999999997,1.4999999999999999e-05,2.2e-05,1.7e-05,13.362820000000001,137392,25183.9536,1606386064.0673106
8.1e-05,8e-06,1.4e-05,8.1e-05,1.1e-05,1.2e-05,1.8e-05,2.4e-05,9.8e-05,17.28765,2.4e-05,8e-06,0.002761,1.7e-05,2.5e-05,1.9e-05,17.290851,137860,25269.737999999998,1606386146.1215618
8.1e-05,7.000000000000003e-06,1.4999999999999999e-05,7.900000000000001e-05,1.2e-05,1.1e-05,1.8e-05,2.3e-05,9.2e-05,15.154835999999998,1.9e-05,8e-06,0.0026420000000000003,1.6e-05,2.1e-05,1.8e-05,15.157898000000001,138316,25353.3228,1606386229.6501524
8.1e-05,7.000000000000003e-06,1.4e-05,8e-05,1.1e-05,1.1e-05,1.8e-05,2.4e-05,9.5e-05,17.08587,2.1e-05,8e-06,0.002787,1.6e-05,2.5e-05,1.8e-05,17.089085999999998,138790,25440.207000000002,1606386313.1510375
8e-05,8e-06,1.4999999999999999e-05,8e-05,1e-05,1.2e-05,1.7e-05,2.4e-05,9.1e-05,15.389315,1.9e-05,8e-06,0.002651,1.4999999999999999e-05,2.2e-05,1.8e-05,15.392385,139268,25527.8244,1606386394.1680946
0.000129,1.2e-05,2.2e-05,0.00014099999999999998,1.5e-05,1.8e-05,2.8000000000000013e-05,4e-05,0.000145,15.999554000000002,1.9e-05,1e-05,0.0027600000000000003,3.6e-05,2.5e-05,1.9e-05,16.002973,139722,25611.0426,1606386475.720234
8.1e-05,7.000000000000003e-06,1.4000000000000001e-05,8.2e-05,1e-05,1.1e-05,1.8e-05,2.4e-05,8.2e-05,14.503483,2.1e-05,7.000000000000003e-06,0.002625,1.6e-05,2.2e-05,1.7e-05,14.506520000000002,140178,25694.6274,1606386557.18968
8e-05,8e-06,1.4e-05,8.1e-05,1e-05,1e-05,1.8e-05,2.3e-05,7.900000000000001e-05,15.469615,2e-05,7.000000000000003e-06,0.002606,1.3e-05,1.9e-05,1.6e-05,15.472619,140638,25778.9454,1606386640.608421
8.2e-05,8e-06,1.4000000000000001e-05,8.1e-05,1.1e-05,1.1e-05,1.7e-05,2.3e-05,9.8e-05,16.699948000000006,2.1e-05,9e-06,0.002677,1.6e-05,2.5e-05,1.9e-05,16.70306,141100,25863.63,1606386724.4023235
9.2e-05,8e-06,1.4e-05,8.8e-05,1e-05,1.2e-05,1.9e-05,2.6e-05,8.7e-05,19.84214,2.1e-05,9e-06,0.003132,1.8e-05,2.5e-05,2.2e-05,19.845723,141566,25949.0478,1606386808.7724545
7.5e-05,7.000000000000003e-06,2.8999999999999997e-05,7.900000000000001e-05,1.1e-05,1.2e-05,2e-05,2.6000000000000002e-05,9.1e-05,19.206154,2.1e-05,1e-05,0.002711,1.7e-05,2.4e-05,2e-05,19.209307,142040,26035.932,1606386893.8802204
8.2e-05,7.000000000000003e-06,1.5e-05,8.1e-05,1.1e-05,1e-05,1.8e-05,2.4e-05,7.900000000000001e-05,14.252704,2.3e-05,9e-06,0.0026030000000000003,1.8e-05,2.4e-05,2e-05,14.255728,142522,26124.2826,1606386974.339283
5.9e-05,6e-06,1.2e-05,5.5e-05,8e-06,8e-06,1.3000000000000001e-05,1.9e-05,6.2e-05,18.455254999999998,2.3e-05,9e-06,0.002787,1.8e-05,2.4e-05,2e-05,18.458378,142956,26203.8348,1606387058.3905911
8.4e-05,8e-06,1.4e-05,8e-05,1.2e-05,1.1e-05,1.7e-05,2.4e-05,7.900000000000001e-05,18.743119,1.9e-05,1e-05,0.002667,1.8e-05,2.5e-05,1.9e-05,18.746206,143408,26286.6864,1606387144.8432279
7.7e-05,7.000000000000003e-06,1.4000000000000001e-05,7.7e-05,1e-05,1e-05,1.7e-05,2.2e-05,7.7e-05,17.447094,1.8e-05,8e-06,0.002664,1.4000000000000001e-05,2e-05,1.8e-05,17.450147,143894,26375.7702,1606387227.6257243
8.4e-05,9e-06,1.4e-05,8.1e-05,1.1e-05,1e-05,2.6e-05,2.4e-05,8e-05,16.513207,2e-05,1e-05,0.00271,1.7e-05,2.7e-05,1.9e-05,16.516348999999998,144326,26454.9558,1606387310.4634707
8e-05,7.000000000000003e-06,1.3000000000000001e-05,8e-05,1e-05,1.1e-05,1.7e-05,2.4e-05,8e-05,16.874332,1.8e-05,8e-06,0.00282,1.4999999999999999e-05,2.1e-05,1.6e-05,16.877551999999998,144784,26538.9072,1606387394.5732176
7.8e-05,8e-06,1.4e-05,8e-05,1e-05,1e-05,1.7e-05,2.4e-05,7.900000000000001e-05,16.339766,2.2e-05,8e-06,0.002751,2.1e-05,2.9e-05,1.9e-05,16.342935999999998,145238,26622.1254,1606387476.4929242
9.2e-05,1e-05,1.8e-05,9e-05,1.2e-05,1.4000000000000001e-05,2.2e-05,2.9999999999999997e-05,0.0001,19.998631,1.8e-05,8e-06,0.002826,1.4999999999999999e-05,2.3e-05,1.7e-05,20.001926,145678,26702.7774,1606387562.96521
8.1e-05,8e-06,1.5e-05,8.2e-05,1.1e-05,1.1e-05,1.9e-05,2.4e-05,9.8e-05,18.612791,1.5e-05,8e-06,0.002667,1.5e-05,2.3e-05,1.8e-05,18.615886,146152,26789.6616,1606387648.133218
7.900000000000001e-05,8e-06,1.4000000000000001e-05,8e-05,1.1e-05,1e-05,1.7e-05,2.3e-05,7.900000000000001e-05,16.354295999999998,2e-05,9e-06,0.002721,1.7e-05,2.4e-05,1.8e-05,16.357426,146618,26875.079399999995,1606387730.9236598
8e-05,7.000000000000003e-06,1.4e-05,7.900000000000001e-05,1.1e-05,1e-05,1.7e-05,2.4e-05,7.900000000000001e-05,17.756826,2.3e-05,9e-06,0.002715,1.7e-05,2.4e-05,1.9e-05,17.759954,147066,26957.1978,1606387816.3449929
7.2e-05,7.000000000000003e-06,1.3000000000000001e-05,6.500000000000001e-05,1e-05,1.1e-05,1.6e-05,2.1e-05,9.6e-05,19.726248000000002,2.2e-05,8e-06,0.002783,1.6e-05,2.1e-05,1.7e-05,19.729426,147526,27041.5158,1606387900.062568
8e-05,7.000000000000003e-06,1.3e-05,8e-05,1.1e-05,1.1e-05,1.8e-05,2.4e-05,8.1e-05,17.658914000000006,1.9e-05,1e-05,0.002731,1.8e-05,2.6e-05,2e-05,17.662063,147978,27124.3674,1606387984.7997813
8.4e-05,8e-06,1.4000000000000001e-05,7.8e-05,1.2e-05,1.2e-05,1.8e-05,2.6000000000000002e-05,0.000101,19.379485,1.9e-05,7.000000000000003e-06,0.0027890000000000002,1.6e-05,2.2e-05,1.8e-05,19.382709,148556,27230.3148,1606388069.2041528
8.2e-05,8e-06,1.4e-05,8.1e-05,1e-05,1e-05,1.8e-05,2.4e-05,7.900000000000001e-05,17.366132999999998,1.8e-05,9e-06,0.002753,1.8e-05,2.3e-05,1.9e-05,17.369298999999998,149012,27313.8996,1606388153.9017155
8.1e-05,8e-06,1.4999999999999999e-05,8.1e-05,1.1e-05,1.1e-05,1.7e-05,2.4e-05,8e-05,18.527906,2.1e-05,8e-06,0.002822,1.9e-05,2.3e-05,1.9e-05,18.531146,149464,27396.7512,1606388238.8144233
7.5e-05,7.000000000000003e-06,1.2e-05,6.9e-05,1e-05,1e-05,1.6e-05,2.3e-05,8.8e-05,20.141999,2.3e-05,9e-06,0.002848,1.9e-05,2.3e-05,1.8e-05,20.145249,149910,27478.502999999997,1606388324.5731926
8.8e-05,8e-06,1.6e-05,8.2e-05,1.2e-05,1.2e-05,2e-05,2.7000000000000002e-05,9.300000000000001e-05,20.296598,2.1e-05,8e-06,0.00282,1.7e-05,2.3e-05,1.9e-05,20.299864000000003,150358,27560.6214,1606388410.319925
8.1e-05,7.000000000000003e-06,1.4e-05,8.1e-05,1e-05,1.1e-05,1.7e-05,2.3e-05,8.1e-05,18.410592,2.4e-05,8e-06,0.002806,1.7e-05,2.5e-05,1.9e-05,18.413816,150810,27643.472999999998,1606388493.9943357
8e-05,8e-06,1.4999999999999999e-05,8e-05,1e-05,1.1e-05,1.7e-05,2.3e-05,7.900000000000001e-05,18.850279999999998,2e-05,1e-05,0.00293,1.8e-05,2.5e-05,1.9e-05,18.853625,151248,27723.7584,1606388579.7006214
8.1e-05,8e-06,1.4e-05,8.1e-05,1e-05,1e-05,1.7e-05,2.4e-05,8e-05,19.374999,2.4e-05,8e-06,0.002869,1.8e-05,2.4e-05,2e-05,19.378287,151696,27805.8768,1606388663.3647876
8.1e-05,8e-06,1.4000000000000001e-05,8.1e-05,1e-05,1.1e-05,1.8e-05,2.4e-05,8.2e-05,18.485703,2.4e-05,8e-06,0.002888,1.8e-05,2.9999999999999997e-05,2e-05,18.48902,152138,27886.8954,1606388748.3130574
0.000081,0.000009,0.000015,0.000081,0.000012,0.000011,0.000017,0.000024,0.000079,23.134225,0.000024,0.000008,0.002831,0.000018,0.000027,0.000019,23.137481,152586,27969.0138,1606388837.8249931
