starting,Executing hook on transaction ,checking permissions,Opening tables,init,System lock,optimizing,statistics,preparing,executing,end,query end,waiting for handler commit,closing tables,freeing items,cleaning up,total,rowScan,rowOut,Timestamp
0.000103,1e-05,1.8e-05,0.000102,1.3000000000000001e-05,1.4000000000000001e-05,2.2e-05,3.1e-05,0.00010800000000000001,2.671909,1.9e-05,8e-06,0.001352,1.6e-05,2.3e-05,1.9e-05,2.673767,77592,14222.6136,1606377178.0859222
8e-05,7.000000000000003e-06,1.4e-05,8.1e-05,1e-05,1e-05,1.7e-05,2.3e-05,7.900000000000001e-05,3.896605,2e-05,8e-06,0.001103,1.3e-05,2e-05,1.6e-05,3.898106,78148,14324.5284,1606377246.3746288
8.6e-05,9e-06,1.7e-05,8.4e-05,1.2e-05,1.3000000000000001e-05,2e-05,2.8000000000000013e-05,9.499999999999999e-05,4.251675,1.7e-05,8e-06,0.0014730000000000001,1.6e-05,2.2e-05,1.8e-05,4.253593,78734,14431.942199999998,1606377313.480523
6.3e-05,6e-06,1.2e-05,6e-05,9e-06,9e-06,1.5e-05,2.1e-05,6.7e-05,3.653009,2.3e-05,8e-06,0.001556,1.7e-05,2.8000000000000013e-05,1.9e-05,3.654922,79300,14535.69,1606377380.5603936
8.499999999999999e-05,8e-06,1.4000000000000001e-05,8.2e-05,1e-05,1.1e-05,1.8e-05,2.5e-05,8.2e-05,3.4508629999999996,2.1e-05,8e-06,0.0015199999999999999,1.6e-05,2.3e-05,1.8e-05,3.452804,79940,14653.002,1606377447.2523751
8e-05,7.000000000000003e-06,1.5e-05,7.900000000000001e-05,1.1e-05,1.1e-05,1.7e-05,2.3e-05,8.1e-05,3.806344,2.1e-05,7.000000000000003e-06,0.001497,1.4e-05,2.3e-05,1.7e-05,3.808247,80506,14756.7498,1606377515.4705412
6.1e-05,6e-06,1.1e-05,6.6e-05,8e-06,8e-06,1.3000000000000001e-05,1.8e-05,6.1e-05,4.602059,2e-05,8e-06,0.001463,1.4999999999999999e-05,2.2e-05,1.8e-05,4.603857,81088,14863.4304,1606377583.6947973
7.900000000000001e-05,8e-06,1.4e-05,8e-05,1e-05,1e-05,1.7e-05,2.4e-05,8.2e-05,2.867482,1.8e-05,7.000000000000003e-06,0.001355,1.4e-05,2e-05,1.8e-05,2.869238,81658,14967.9114,1606377651.2205405
7.6e-05,7.000000000000003e-06,1.6e-05,7.3e-05,1.1e-05,1.1e-05,1.7e-05,2.4e-05,7.900000000000001e-05,3.9248489999999996,2.3e-05,1e-05,0.001544,1.9e-05,2.5e-05,2e-05,3.926804,82214,15069.8262,1606377718.8233547
8.1e-05,8e-06,1.4e-05,8e-05,1.1e-05,1e-05,1.7e-05,2.4e-05,7.900000000000001e-05,3.797533,2e-05,9e-06,0.00154,1.7e-05,2.5e-05,2e-05,3.799488,82774,15172.4742,1606377785.8180234
8.1e-05,7.000000000000003e-06,1.4000000000000001e-05,8e-05,1.1e-05,1.1e-05,1.7e-05,2.3e-05,9.8e-05,4.618215,2.2e-05,8e-06,0.001506,1.7e-05,2.4e-05,1.8e-05,4.620152,83338,15275.8554,1606377854.5098975
9.6e-05,9e-06,1.6e-05,0.0001,1.1e-05,1.3e-05,2.1e-05,2.8000000000000013e-05,0.000103,4.509742,2e-05,7.000000000000003e-06,0.001512,1.6e-05,2.2e-05,1.7e-05,4.511733,83896,15378.136799999998,1606377922.294781
8e-05,8e-06,1.4999999999999999e-05,8e-05,1e-05,1.1e-05,1.8e-05,2.4e-05,8.3e-05,5.251482,2.2e-05,9e-06,0.001498,1.7e-05,2.3e-05,1.9e-05,5.253399,84438,15477.4854,1606377991.979913
7.2e-05,7.000000000000003e-06,1.4e-05,6.9e-05,1e-05,1e-05,1.7e-05,2.3e-05,8.1e-05,4.709368,2.2e-05,9e-06,0.001558,1.7e-05,2.4e-05,1.9e-05,4.71132,84982,15577.2006,1606378060.3428526
8.4e-05,8e-06,1.4000000000000001e-05,8.4e-05,1.2e-05,1.1e-05,1.7e-05,2.5e-05,8.499999999999999e-05,5.4410870000000005,2e-05,7.000000000000003e-06,0.001449,1.4999999999999999e-05,2.1e-05,1.7e-05,5.442956,85540,15679.481999999998,1606378129.853584
8.1e-05,8e-06,1.5e-05,8e-05,1.1e-05,1.1e-05,2.5e-05,2.5e-05,8e-05,4.619954,1.9e-05,8e-06,0.001567,1.5e-05,2.4e-05,1.7e-05,4.62194,86110,15783.963,1606378199.5395772
8e-05,7.000000000000003e-06,1.4000000000000001e-05,8e-05,1.1e-05,1.1e-05,1.8e-05,2.4e-05,8.2e-05,5.696151,2.1e-05,8e-06,0.001198,1.4000000000000001e-05,2e-05,1.6e-05,5.697755,86674,15887.3442,1606378268.929907
5.8e-05,6e-06,1.3e-05,5e-05,8e-06,8e-06,1.7e-05,2.3e-05,7.4e-05,5.087032,1.8e-05,9e-06,0.001414,1.6e-05,2.7e-05,1.8e-05,5.0887910000000005,87232,15989.6256,1606378337.4487236
8.7e-05,7.000000000000003e-06,1.4000000000000001e-05,7.900000000000001e-05,1e-05,1e-05,1.6e-05,2.3e-05,8.1e-05,5.437557,2.2e-05,8e-06,0.001553,1.6e-05,2.4e-05,1.9e-05,5.439526,87758,16086.041399999998,1606378406.6452007
7.5e-05,7.000000000000003e-06,1.4e-05,8.2e-05,1.1e-05,1e-05,1.7e-05,2.4e-05,7.8e-05,4.821744,2.3e-05,8e-06,0.0014869999999999998,1.7e-05,2.4e-05,1.7e-05,4.823638,88310,16187.222999999998,1606378475.0542245
8e-05,7.000000000000003e-06,1.4000000000000001e-05,8.1e-05,1e-05,1.1e-05,1.7e-05,2.3e-05,7.900000000000001e-05,4.111512,2.1e-05,8e-06,0.0014609999999999998,1.6e-05,2.3e-05,1.8e-05,4.1133809999999995,88488,16219.8504,1606378543.7575777
8.1e-05,7.000000000000003e-06,1.4e-05,8.1e-05,1.1e-05,1e-05,1.8e-05,2.4e-05,8e-05,4.317665,2e-05,7.000000000000003e-06,0.001522,1.4e-05,2.3e-05,1.8e-05,4.319595,89028,16318.832399999998,1606378612.6251318
8.1e-05,7.000000000000003e-06,1.4000000000000001e-05,8.2e-05,1e-05,1.1e-05,1.8e-05,2.4e-05,8.1e-05,5.54844,2.1e-05,9e-06,0.001289,1.4999999999999999e-05,2.2e-05,1.7e-05,5.550141,89562,16416.7146,1606378681.2691078
6.1e-05,6e-06,1.2e-05,5.2e-05,8e-06,8e-06,1.3e-05,1.8e-05,6e-05,6.067538,2.2e-05,8e-06,0.00154,1.5e-05,2.2e-05,1.8e-05,6.069401,90098,16514.9634,1606378751.3016648
5.5e-05,6e-06,1.1e-05,4.9e-05,7.000000000000003e-06,8e-06,1.3000000000000001e-05,1.7e-05,5.7999999999999994e-05,5.764407,1.8e-05,9e-06,0.0016719999999999999,1.4999999999999999e-05,2.3e-05,1.7e-05,5.766385,90642,16614.6786,1606378820.6691794
8.1e-05,8e-06,1.4e-05,8.1e-05,1.1e-05,1e-05,1.7e-05,2.4e-05,8e-05,6.163423000000001,1.9e-05,6e-06,0.001037,1.1e-05,1.7e-05,1.3e-05,6.164852,91186,16714.393799999998,1606378890.7701347
7.7e-05,7.000000000000003e-06,1.4000000000000001e-05,8e-05,1.1e-05,1.1e-05,1.7e-05,3.5e-05,8e-05,5.073395,1.9e-05,7.000000000000003e-06,0.001582,1.4999999999999999e-05,2.3e-05,1.7e-05,5.0753900000000005,91720,16812.275999999998,1606378961.6808922
8e-05,7.000000000000003e-06,1.4e-05,7.900000000000001e-05,1.1e-05,1e-05,1.7e-05,2.4e-05,7.900000000000001e-05,7.1753740000000015,1.9e-05,8e-06,0.001578,1.4e-05,3.6e-05,1.7e-05,7.1773669999999985,92264,16911.991199999997,1606379032.385181
8e-05,7.000000000000003e-06,1.3000000000000001e-05,8.1e-05,1e-05,1.1e-05,1.7e-05,2.4e-05,7.900000000000001e-05,5.585992,1.8e-05,8e-06,0.001498,1.4000000000000001e-05,2.2e-05,1.7e-05,5.587891,92806,17011.339799999998,1606379102.5275474
8.1e-05,8e-06,1.4e-05,7.900000000000001e-05,1e-05,1e-05,1.7e-05,2.4e-05,8.1e-05,4.91594,1.9e-05,9e-06,0.001584,1.6e-05,2.4e-05,1.8e-05,4.917934,93344,17109.9552,1606379172.360481
0.00011200000000000001,1e-05,2e-05,0.00011999999999999999,1.4999999999999999e-05,1.4999999999999999e-05,2.5e-05,3.5e-05,0.000117,5.903039,2.1e-05,9e-06,0.001591,1.7e-05,2.4e-05,1.8e-05,5.905188,93868,17206.004399999998,1606379243.5645654
8.1e-05,8e-06,1.4e-05,8e-05,1e-05,1e-05,1.7e-05,2.4e-05,8.1e-05,7.033631,2.2e-05,8e-06,0.001562,1.8e-05,2.4e-05,1.9e-05,7.035609,94396,17302.786799999998,1606379314.834102
7.900000000000001e-05,8e-06,1.4999999999999999e-05,8e-05,1.1e-05,1e-05,1.7e-05,2.4e-05,8.1e-05,4.145467,2e-05,8e-06,0.001593,1.4999999999999999e-05,2.4e-05,1.7e-05,4.147469,94926,17399.9358,1606379384.3676784
8.1e-05,7.000000000000003e-06,1.4e-05,8e-05,1.1e-05,1.4e-05,1.8e-05,2.4e-05,8e-05,6.210083,2.2e-05,8e-06,0.001637,1.6e-05,2.4e-05,1.9e-05,6.212138,95448,17495.6184,1606379454.4348779
7.3e-05,7.000000000000003e-06,1.3000000000000001e-05,7.6e-05,9e-06,1e-05,1.7e-05,2.3e-05,7e-05,5.827977,2.2e-05,8e-06,0.001575,1.8e-05,2.5e-05,1.9e-05,5.829942,95972,17591.667599999993,1606379525.168995
5.7e-05,6e-06,1.1e-05,5.1e-05,8e-06,8e-06,1.7e-05,2.3e-05,6.2e-05,6.565678,1.7e-05,6e-06,0.001097,1.1e-05,2e-05,1.3e-05,6.5670850000000005,96496,17687.7168,1606379594.5422633
7.4e-05,7.000000000000003e-06,1.2e-05,7.2e-05,1e-05,9e-06,1.6e-05,2.2e-05,7.5e-05,7.233101,1.6e-05,8e-06,0.001582,1.4999999999999999e-05,2.2e-05,1.7e-05,7.235058,97006,17781.1998,1606379666.5922909
7.3e-05,7.000000000000003e-06,1.4e-05,7.4e-05,9e-06,1e-05,1.6e-05,2.2e-05,9.1e-05,5.7796080000000005,2.1e-05,9e-06,0.001591,1.7e-05,2.6e-05,1.9e-05,5.781607,97530,17877.249,1606379737.2125533
8e-05,7.000000000000003e-06,1.4999999999999999e-05,8e-05,1e-05,1.1e-05,1.8e-05,2.4e-05,8.2e-05,7.2130800000000015,2.1e-05,8e-06,0.0015869999999999999,1.8e-05,2.6000000000000002e-05,1.9e-05,7.215086,98060,17974.397999999994,1606379809.0800395
7.8e-05,7.000000000000003e-06,1.4e-05,8.1e-05,9e-06,1.1e-05,1.7e-05,2.4e-05,7.900000000000001e-05,6.5970179999999985,1.8e-05,8e-06,0.001637,1.4e-05,2.2e-05,1.7e-05,6.599054,98576,18068.9808,1606379880.7606275
7.4e-05,7.000000000000003e-06,1.4000000000000001e-05,7.7e-05,1e-05,1e-05,1.6e-05,2.2e-05,7.7e-05,8.12383,2.2e-05,9e-06,0.001643,1.7e-05,2.4e-05,1.9e-05,8.125871,99112,18167.2296,1606379953.156985
6e-05,6e-06,1.2e-05,5.3e-05,8e-06,8e-06,1.4e-05,1.8e-05,6e-05,7.257608999999999,1.5e-05,7.000000000000003e-06,0.001473,1.4e-05,2e-05,1.7e-05,7.259394,99640,18264.012,1606380025.417372
8.1e-05,7.000000000000003e-06,1.4000000000000001e-05,8.1e-05,1.1e-05,1.1e-05,1.7e-05,2.4e-05,8.3e-05,7.043264999999999,2e-05,7.000000000000003e-06,0.0016530000000000002,1.4999999999999999e-05,2.1e-05,1.8e-05,7.045328,100164,18360.0612,1606380097.5914526
7.5e-05,7.000000000000003e-06,1.4e-05,7.6e-05,1.1e-05,1e-05,1.7e-05,2.2e-05,7.900000000000001e-05,8.018502999999999,2.2e-05,8e-06,0.001613,1.6e-05,2.2e-05,1.9e-05,8.020514,100680,18454.644,1606380170.1600127
8e-05,8e-06,1.4999999999999999e-05,8e-05,1e-05,1e-05,1.7e-05,2.4e-05,8.1e-05,7.1518289999999975,2e-05,8e-06,0.001663,1.4999999999999999e-05,2.5e-05,1.8e-05,7.153903,101200,18549.96,1606380241.6048973
8e-05,7.000000000000003e-06,1.4e-05,7.900000000000001e-05,1e-05,1.1e-05,1.7e-05,2.3e-05,9.2e-05,5.145125,2.1e-05,8e-06,0.0016600000000000002,1.6e-05,2.3e-05,1.8e-05,5.147204,101708,18643.0764,1606380313.3776662
8.4e-05,8e-06,1.4999999999999999e-05,7.900000000000001e-05,1.1e-05,1.2e-05,1.9e-05,2.5e-05,8.499999999999999e-05,6.567328999999999,2.2e-05,1e-05,0.0016820000000000001,2e-05,2.3e-05,1.9e-05,6.569443,102210,18735.093,1606380383.8647833
7.099999999999999e-05,7.000000000000003e-06,1.4e-05,7.3e-05,1e-05,1.1e-05,1.8e-05,2.4e-05,9.8e-05,7.665872999999999,1.7e-05,7.000000000000003e-06,0.001093,1.1e-05,1.9e-05,1.2e-05,7.667358,102710,18826.743,1606380455.6440694
5.600000000000001e-05,6e-06,1.1e-05,5.1e-05,7.000000000000003e-06,8e-06,1.3000000000000001e-05,1.7e-05,5.9e-05,8.217814,2e-05,8e-06,0.0016989999999999998,1.4999999999999999e-05,2.3e-05,1.7e-05,8.219824000000001,103218,18919.8594,1606380528.2334394
5.600000000000001e-05,5e-06,1e-05,5e-05,8e-06,8e-06,1.3e-05,1.7e-05,5.9e-05,9.006441,2.1e-05,8e-06,0.0017,1.5e-05,2.3e-05,1.9e-05,9.008453,103734,19014.4422,1606380600.6839054
8.2e-05,8e-06,1.6e-05,8.1e-05,1.1e-05,1.1e-05,1.8e-05,2.3e-05,8.2e-05,6.893325999999999,2.2e-05,8e-06,0.001707,1.8e-05,2.4e-05,2e-05,6.895457,104238,19106.8254,1606380673.2258534
8.1e-05,7.000000000000003e-06,1.4e-05,8e-05,1.1e-05,1e-05,1.7e-05,2.4e-05,7.900000000000001e-05,7.702757000000001,1.9e-05,8e-06,0.001603,1.7e-05,2.4e-05,1.9e-05,7.70477,104742,19199.2086,1606380745.5473685
8.1e-05,8e-06,1.4000000000000001e-05,8e-05,1e-05,1.1e-05,1.8e-05,2.5e-05,8.2e-05,6.887703999999999,2.2e-05,9e-06,0.001719,1.8e-05,2.4e-05,1.9e-05,6.889844,105242,19290.8586,1606380817.903408
7.6e-05,8e-06,1.4e-05,7.8e-05,1e-05,1e-05,1.7e-05,2.3e-05,7.7e-05,9.285802,2.1e-05,8e-06,0.0016699999999999998,1.7e-05,2.3e-05,1.8e-05,9.287872,105736,19381.4088,1606380891.5473444
6.6e-05,7.000000000000003e-06,1.2e-05,5.9999999999999995e-05,8e-06,1e-05,1.4999999999999999e-05,2e-05,7.099999999999999e-05,9.446615,2e-05,8e-06,0.001738,1.7e-05,2.6000000000000002e-05,1.9e-05,9.448711999999999,106258,19477.0914,1606380965.1277814
6.7e-05,7.000000000000003e-06,1.3e-05,6.6e-05,1e-05,1.1e-05,1.6e-05,2.2e-05,7.7e-05,8.602294,1.9e-05,8e-06,0.001725,1.4e-05,2.1e-05,1.7e-05,8.604387,106764,19569.841199999995,1606381036.6915321
8.1e-05,8e-06,1.4000000000000001e-05,8.1e-05,1e-05,1.1e-05,1.8e-05,2.3e-05,8.1e-05,9.931267,1.6e-05,7.000000000000003e-06,0.001145,1.2e-05,1.9e-05,1.4999999999999999e-05,9.932808,107250,19658.925000000007,1606381109.842333
8.1e-05,8e-06,1.4e-05,8.1e-05,1e-05,1.1e-05,1.7e-05,2.5e-05,8e-05,6.891469,2.1e-05,8e-06,0.001757,1.7e-05,2.1e-05,1.8e-05,6.893638,107758,19752.0414,1606381182.2236063
8.1e-05,8e-06,1.4000000000000001e-05,8e-05,1.1e-05,1.1e-05,1.7e-05,2.5e-05,8.2e-05,9.760957000000001,2.3e-05,9e-06,0.001709,1.8e-05,2.5e-05,2e-05,9.76309,108264,19844.7912,1606381257.1779425
8.8e-05,9e-06,1.6e-05,8.7e-05,1.2e-05,1.3e-05,2.1e-05,2.9e-05,9.4e-05,8.591056,1.7e-05,6e-06,0.001128,1.1e-05,1.8e-05,1.7e-05,8.592622,108676,19920.3108,1606381329.1866837
7.7e-05,6e-06,1.3000000000000001e-05,8.6e-05,2.5e-05,1.1e-05,1.7e-05,2.4e-05,7.900000000000001e-05,8.231924000000001,1.8e-05,7.000000000000003e-06,0.001611,1.3000000000000001e-05,1.9e-05,1.4999999999999999e-05,8.233945,109164,20009.7612,1606381402.3749082
8e-05,8e-06,1.4e-05,8e-05,1.1e-05,1.1e-05,1.7e-05,2.4e-05,8e-05,10.139371,2.2e-05,9e-06,0.0017,1.7e-05,2.7e-05,2e-05,10.141491,109660,20100.678,1606381475.6635141
8.1e-05,8e-06,1.4999999999999999e-05,8e-05,1.1e-05,1e-05,1.7e-05,2.5e-05,7.900000000000001e-05,8.211881,1.9e-05,7.000000000000003e-06,0.0016820000000000001,1.4999999999999999e-05,2.3e-05,1.7e-05,8.21397,110154,20191.2282,1606381547.884378
8.1e-05,8e-06,1.4e-05,8e-05,1e-05,1.1e-05,1.7e-05,2.4e-05,8e-05,8.252997,1.9e-05,9e-06,0.001682,1.5e-05,2.1e-05,1.8e-05,8.255086,110648,20281.7784,1606381621.248125
6.2e-05,7.000000000000003e-06,1.2e-05,5.9e-05,9e-06,9e-06,1.4999999999999999e-05,1.9e-05,6.8e-05,9.860546000000001,3.9e-05,7.000000000000003e-06,0.001778,3.4e-05,2.5e-05,1.7e-05,9.862706,111130,20370.129,1606381696.156971
7.7e-05,7.000000000000003e-06,1.4e-05,7.6e-05,1e-05,1e-05,1.6e-05,2.2e-05,7.8e-05,11.107473,1.7e-05,8e-06,0.001741,1.6e-05,2.5e-05,1.9e-05,11.109609,111638,20463.2454,1606381771.6749165
8.1e-05,8e-06,1.4000000000000001e-05,8.2e-05,1.1e-05,1e-05,1.7e-05,2.4e-05,8e-05,10.343615,1.9e-05,8e-06,0.001853,1.4999999999999999e-05,2.3e-05,1.9e-05,10.345879,112148,20556.7284,1606381847.5236285
7.099999999999999e-05,6e-06,1.1e-05,5.7e-05,8e-06,9e-06,1.4e-05,2e-05,7.4e-05,8.689341,1.6e-05,6e-06,0.001099,1.1e-05,1.8e-05,1.5e-05,8.690776,112650,20648.745000000006,1606381922.0145357
8e-05,8e-06,1.4000000000000001e-05,8e-05,1e-05,1.1e-05,1.9e-05,2.4e-05,7.900000000000001e-05,9.807431,1.9e-05,7.000000000000003e-06,0.001772,1.4999999999999999e-05,2.2e-05,1.7e-05,9.809608,113146,20739.6618,1606381997.5685732
8.1e-05,8e-06,1.4e-05,8e-05,1e-05,1.1e-05,1.8e-05,2.4e-05,8.3e-05,10.267936,1.9e-05,8e-06,0.001766,1.7e-05,2.3e-05,1.9e-05,10.270117,113644,20830.9452,1606382072.099784
8e-05,7.000000000000003e-06,1.4999999999999999e-05,8e-05,1.1e-05,1.1e-05,1.7e-05,2.4e-05,8.2e-05,10.691811,1.6e-05,6e-06,0.001137,1.1e-05,2e-05,1.4000000000000001e-05,10.693342,114138,20921.4954,1606382148.7379105
6e-05,6e-06,1.2e-05,5.1e-05,8e-06,8e-06,1.4e-05,1.8e-05,6.1e-05,10.239628,2.1e-05,8e-06,0.001786,1.8e-05,2.4e-05,1.9e-05,10.241742,114640,21013.512,1606382224.0986285
8.1e-05,7.000000000000003e-06,1.4000000000000001e-05,8.2e-05,1e-05,1.1e-05,1.8e-05,2.4e-05,7.900000000000001e-05,11.132228999999999,2e-05,8e-06,0.0018059999999999999,1.4999999999999999e-05,2.2e-05,1.7e-05,11.134443,115106,21098.9298,1606382299.6113381
8.2e-05,8e-06,1.6e-05,8.3e-05,1e-05,1.1e-05,1.8e-05,2.6e-05,8.3e-05,10.750224,1.7e-05,8e-06,0.001731,1.5e-05,2e-05,1.7e-05,10.752369,115604,21190.2132,1606382373.8669164
8.2e-05,8e-06,1.4000000000000001e-05,8e-05,1.1e-05,1.1e-05,1.7e-05,2.4e-05,8e-05,10.233763,1.9e-05,8e-06,0.001756,1.4000000000000001e-05,2.1e-05,1.8e-05,10.235926,116078,21277.0974,1606382449.581333
5.5e-05,6e-06,1.2e-05,5e-05,8e-06,8e-06,1.3e-05,1.8e-05,7.4e-05,11.300865,1.9e-05,8e-06,0.0017739999999999995,1.6e-05,2.3e-05,1.7e-05,11.302966,116570,21367.281000000006,1606382525.8266613
9.4e-05,8e-06,1.6e-05,7.5e-05,1.1e-05,1.2e-05,1.9e-05,2.5e-05,0.000102,11.491064999999999,1.7e-05,8e-06,0.0013050000000000002,1.6e-05,3.4e-05,1.7e-05,11.492824,117066,21458.1978,1606382601.1353545
6.1e-05,6e-06,1.2e-05,5.3e-05,8e-06,8e-06,1.3e-05,1.8e-05,6e-05,10.474859,1.5e-05,7.000000000000003e-06,0.001114,1.1e-05,1.8e-05,1.5e-05,10.476278,117546,21546.1818,1606382676.7123125
0.000124,1.1e-05,2.1e-05,0.000128,1.4000000000000001e-05,1.6e-05,2.7000000000000002e-05,3.8e-05,0.000143,12.997527999999999,2.1e-05,8e-06,0.001801,1.4999999999999999e-05,2.3e-05,1.8e-05,12.999936,118034,21635.6322,1606382754.030064
9.8e-05,8e-06,1.4e-05,7.8e-05,1.1e-05,1e-05,1.7e-05,2.3e-05,7.7e-05,12.478302,1.8e-05,6e-06,0.001148,1.3e-05,1.8e-05,1.4e-05,12.479855,118532,21726.9156,1606382831.7595696
8.1e-05,7.000000000000003e-06,1.3000000000000001e-05,8.1e-05,1e-05,1e-05,1.7e-05,2.3e-05,7.900000000000001e-05,10.588953,2e-05,7.000000000000003e-06,0.00253,1.4999999999999999e-05,2.5e-05,1.6e-05,10.591887,119032,21818.5656,1606382908.9211614
5.8e-05,6e-06,1.1e-05,4.9e-05,8e-06,9e-06,1.2e-05,1.7e-05,5.8e-05,11.572274,2e-05,8e-06,0.002283,1.5e-05,2.3e-05,1.8e-05,11.574869,119522,21908.3826,1606382984.1764498
7.900000000000001e-05,8e-06,1.4000000000000001e-05,8.1e-05,1e-05,1.1e-05,1.8e-05,2.4e-05,8.2e-05,12.743497999999999,1.9e-05,8e-06,0.002425,1.7e-05,2.3e-05,1.9e-05,12.746336,120002,21996.3666,1606383063.514532
8.2e-05,8e-06,1.4e-05,8.3e-05,1e-05,1.1e-05,1.8e-05,2.4e-05,8.3e-05,12.407971,1.9e-05,7.000000000000003e-06,0.002337,1.7e-05,2.2e-05,1.8e-05,12.410724,120498,22087.2834,1606383139.4753456
8.8e-05,7.000000000000003e-06,1.4000000000000001e-05,8.2e-05,1e-05,1.1e-05,1.8e-05,2.4e-05,8e-05,9.566294000000001,1.7e-05,8e-06,0.002585,1.4999999999999999e-05,2.5e-05,1.7e-05,9.569295,121092,22196.1636,1606383214.2465913
8e-05,8e-06,1.4e-05,7.900000000000001e-05,1.1e-05,1.1e-05,1.7e-05,2.5e-05,7.900000000000001e-05,9.306998,2e-05,7.000000000000003e-06,0.002438,1.5e-05,2e-05,1.6e-05,9.309838,121560,22281.947999999997,1606383289.1336687
8.3e-05,8e-06,1.4000000000000001e-05,8.1e-05,1.1e-05,1.1e-05,1.7e-05,2.3e-05,8e-05,12.304046000000001,1.7e-05,7.000000000000003e-06,0.0016460000000000001,1.4000000000000001e-05,1.9e-05,1.6e-05,12.306092999999999,122022,22366.6326,1606383366.7795773
6.9e-05,8e-06,1.4e-05,6.4e-05,1e-05,1e-05,1.7e-05,2.2e-05,9.3e-05,12.323311,1.9e-05,8e-06,0.002514,1.4e-05,2.1e-05,1.5e-05,12.326209,122502,22454.6166,1606383443.9624386
8.1e-05,7.000000000000003e-06,1.4000000000000001e-05,7.900000000000001e-05,1e-05,1e-05,1.7e-05,2.3e-05,7.900000000000001e-05,11.951445,2.2e-05,9e-06,0.0024879999999999998,1.9e-05,2.7000000000000002e-05,2.2e-05,11.954352,122990,22544.06700000001,1606383520.5145955
8.2e-05,8e-06,1.4e-05,7.900000000000001e-05,1.1e-05,1e-05,1.7e-05,2.3e-05,8.3e-05,10.905671,1.8e-05,8e-06,0.001615,1.3e-05,1.9e-05,1.5e-05,10.907686,123460,22630.218,1606383598.1885755
7.7e-05,8e-06,1.4000000000000001e-05,8.1e-05,1e-05,1.1e-05,1.8e-05,2.4e-05,8e-05,12.132908,2.1e-05,8e-06,0.002529,1.7e-05,2.4e-05,1.8e-05,12.135848,123942,22718.5686,1606383676.6384315
5.400000000000001e-05,5e-06,1.1e-05,4.9e-05,8e-06,8e-06,1.2e-05,1.7e-05,5.8e-05,11.488578,2.3e-05,8e-06,0.002535,1.7e-05,2.4e-05,2e-05,11.491427,124420,22806.186,1606383752.1021528
7.5e-05,7.000000000000003e-06,1.4000000000000001e-05,7e-05,1e-05,1.1e-05,1.7e-05,2.3e-05,7.7e-05,15.025926,1.8e-05,8e-06,0.0025039999999999997,1.4000000000000001e-05,2.2e-05,1.7e-05,15.028813000000001,124880,22890.504,1606383830.8727882
8.1e-05,8e-06,1.4e-05,8e-05,1e-05,1e-05,1.7e-05,2.4e-05,7.900000000000001e-05,11.964835,2.4e-05,1.1e-05,0.002546,1.8e-05,2.4e-05,2e-05,11.967801,125360,22978.487999999998,1606383909.4204366
9.1e-05,8e-06,1.4000000000000001e-05,8.1e-05,1.1e-05,1e-05,1.8e-05,2.5e-05,0.0001,12.212603,2.2e-05,8e-06,0.002585,1.8e-05,2.3e-05,1.9e-05,12.215636,125846,23067.5718,1606383987.7329488
8e-05,8e-06,1.4e-05,8e-05,1e-05,1.1e-05,1.7e-05,2.3e-05,8.1e-05,15.389089000000002,1.8e-05,1e-05,0.002569,1.9e-05,2.6e-05,2e-05,15.392075,126318,23154.0894,1606384067.792286
7.900000000000001e-05,8e-06,1.4000000000000001e-05,8e-05,1e-05,1.1e-05,1.8e-05,2.4e-05,8.3e-05,14.072703,1.9e-05,7.000000000000003e-06,0.00263,1.4999999999999999e-05,2.1e-05,1.7e-05,14.075739000000002,126808,23243.9064,1606384149.0273278
8.1e-05,8e-06,1.4e-05,8e-05,1e-05,1e-05,1.7e-05,2.4e-05,8e-05,13.076285,2.4e-05,1.1e-05,0.002307,1.3e-05,1.8e-05,1.4e-05,13.078996,127296,23333.3568,1606384227.8619695
5.600000000000001e-05,6e-06,1.2e-05,5e-05,8e-06,8e-06,1.3000000000000001e-05,1.7e-05,5.9999999999999995e-05,12.824012,1.7e-05,9e-06,0.002558,1.6e-05,2.2e-05,1.8e-05,12.826882000000001,127786,23423.1738,1606384305.1900804
8.2e-05,7.000000000000003e-06,1.4e-05,8e-05,1.1e-05,1e-05,1.7e-05,2.4e-05,8e-05,13.318288,1.9e-05,8e-06,0.00263,1.6e-05,2.5e-05,1.8e-05,13.321329,128242,23506.7586,1606384384.8308508
9.499999999999999e-05,1e-05,1.8e-05,9.2e-05,1.3000000000000001e-05,1.4000000000000001e-05,2.2e-05,3.1e-05,0.00010400000000000001,13.79014,2.8999999999999997e-05,7.000000000000003e-06,0.0016359999999999999,1.1e-05,1.7e-05,1.4000000000000001e-05,13.792253,128712,23592.9096,1606384463.5392625
7.4e-05,7.000000000000003e-06,1.4e-05,6.500000000000001e-05,1e-05,1e-05,1.7e-05,2.2e-05,7.7e-05,15.741039,1.7e-05,9e-06,0.002808,1.8e-05,2.4e-05,1.9e-05,15.744229999999998,129184,23679.4272,1606384543.2444804
8e-05,8e-06,1.4000000000000001e-05,8.2e-05,1e-05,1e-05,1.7e-05,2.4e-05,8.1e-05,11.916349,1.9e-05,7.000000000000003e-06,0.0026030000000000003,1.4999999999999999e-05,2.2e-05,1.8e-05,11.919359,129646,23764.1118,1606384622.2321026
